MS46122B,,,,,,,,
!2401304/23192265,,,,,,,,
!5/13/2025.3:44:11.PM,,,,,,,,
!CHANNEL.2,,,,,,,,
!TR.MEASUREMENT,,,,,,,,
!RF.CORRECTION.OFF,,,,,,,,
!AVERAGING.OFF,,,,,,,,
!IF.BANDWIDTH: 1KHZ,,,,,,,,
!NUMBER.OF.TRACES: 4,,,,,,,,
!TRACE:       ,TRACE.1           ,TRACE.2           ,TRACE.3           ,TRACE.4           ,,,,
!PARAMETER:   ,S11               ,S12               ,S21               ,S22               ,,,,
!PORT:        ,PORT1             ,PORT2             ,PORT1             ,PORT2             ,,,,
!GRAPH:       ,LOGMAG            ,LOGMAG            ,LOGMAG            ,LOGMAG            ,,,,
!SMOOTHING:   ,OFF               ,OFF               ,OFF               ,OFF               ,,,,
!TIMEDOMAIN:  ,NOT.INSTALLED     ,NOT.INSTALLED     ,NOT.INSTALLED     ,NOT.INSTALLED     ,,,,
!SWEEPTYPE: FREQ.SWEEP(Linear),,,,,,,,
PNT,FREQ1.GHZ,LOGMAG1,FREQ2.GHZ,LOGMAG2,FREQ3.GHZ,LOGMAG3,FREQ4.GHZ,LOGMAG4
1,0.001,-2.04E-01,0.001,-1.07E+02,0.001,-1.14E+02,0.001,-2.12E-01
2,0.100995,-1.02E+00,0.100995,-1.10E+02,0.100995,-1.17E+02,0.100995,-1.03E+00
3,0.20099,-1.45E+00,0.20099,-1.07E+02,0.20099,-1.05E+02,0.20099,-1.39E+00
4,0.300985,-1.65E+00,0.300985,-8.80E+01,0.300985,-8.78E+01,0.300985,-1.65E+00
5,0.40098,-2.05E+00,0.40098,-7.43E+01,0.40098,-7.42E+01,0.40098,-1.92E+00
6,0.500975,-2.44E+00,0.500975,-5.06E+01,0.500975,-5.10E+01,0.500975,-2.35E+00
7,0.60097,-5.00E+00,0.60097,-3.37E+01,0.60097,-3.40E+01,0.60097,-4.38E+00
8,0.700965,-8.88E+00,0.700965,-3.20E+01,0.700965,-3.21E+01,0.700965,-6.90E+00
9,0.80096,-5.56E+00,0.80096,-4.13E+01,0.80096,-4.18E+01,0.80096,-5.54E+00
10,0.900955,-6.82E+00,0.900955,-3.23E+01,0.900955,-3.22E+01,0.900955,-5.48E+00
11,1.00095,-7.96E+00,1.00095,-3.08E+01,1.00095,-3.13E+01,1.00095,-6.60E+00
12,1.100945,-9.22E+00,1.100945,-3.09E+01,1.100945,-3.11E+01,1.100945,-8.15E+00
13,1.20094,-1.30E+01,1.20094,-2.99E+01,1.20094,-3.02E+01,1.20094,-1.13E+01
14,1.300935,-1.14E+01,1.300935,-2.63E+01,1.300935,-2.66E+01,1.300935,-1.22E+01
15,1.40093,-8.62E+00,1.40093,-3.05E+01,1.40093,-3.08E+01,1.40093,-1.00E+01
16,1.500925,-8.54E+00,1.500925,-2.80E+01,1.500925,-2.81E+01,1.500925,-9.22E+00
17,1.60092,-9.78E+00,1.60092,-3.05E+01,1.60092,-3.08E+01,1.60092,-9.90E+00
18,1.700915,-1.57E+01,1.700915,-3.65E+01,1.700915,-3.67E+01,1.700915,-1.73E+01
19,1.80091,-1.60E+01,1.80091,-3.02E+01,1.80091,-3.04E+01,1.80091,-2.04E+01
20,1.900905,-1.73E+01,1.900905,-3.24E+01,1.900905,-3.27E+01,1.900905,-1.89E+01
21,2.0009,-1.74E+01,2.0009,-2.97E+01,2.0009,-2.99E+01,2.0009,-2.06E+01
22,2.100895,-1.71E+01,2.100895,-3.28E+01,2.100895,-3.31E+01,2.100895,-1.83E+01
23,2.20089,-2.56E+01,2.20089,-3.35E+01,2.20089,-3.37E+01,2.20089,-1.98E+01
24,2.300885,-2.20E+01,2.300885,-2.87E+01,2.300885,-2.89E+01,2.300885,-2.17E+01
25,2.40088,-2.38E+01,2.40088,-3.24E+01,2.40088,-3.26E+01,2.40088,-5.03E+01
26,2.500875,-1.72E+01,2.500875,-3.02E+01,2.500875,-3.04E+01,2.500875,-1.99E+01
27,2.60087,-2.14E+01,2.60087,-3.21E+01,2.60087,-3.23E+01,2.60087,-1.89E+01
28,2.700865,-2.45E+01,2.700865,-3.36E+01,2.700865,-3.38E+01,2.700865,-1.96E+01
29,2.80086,-2.44E+01,2.80086,-3.35E+01,2.80086,-3.38E+01,2.80086,-2.29E+01
30,2.900855,-2.11E+01,2.900855,-3.30E+01,2.900855,-3.32E+01,2.900855,-2.66E+01
31,3.00085,-2.27E+01,3.00085,-3.28E+01,3.00085,-3.30E+01,3.00085,-2.95E+01
32,3.100845,-2.03E+01,3.100845,-3.36E+01,3.100845,-3.39E+01,3.100845,-1.94E+01
33,3.20084,-1.71E+01,3.20084,-3.57E+01,3.20084,-3.60E+01,3.20084,-1.68E+01
34,3.300835,-1.97E+01,3.300835,-3.69E+01,3.300835,-3.71E+01,3.300835,-1.56E+01
35,3.40083,-2.56E+01,3.40083,-3.64E+01,3.40083,-3.67E+01,3.40083,-1.65E+01
36,3.500825,-1.85E+01,3.500825,-3.99E+01,3.500825,-4.02E+01,3.500825,-2.06E+01
37,3.60082,-1.52E+01,3.60082,-3.60E+01,3.60082,-3.63E+01,3.60082,-1.90E+01
38,3.700815,-1.73E+01,3.700815,-3.76E+01,3.700815,-3.78E+01,3.700815,-1.76E+01
39,3.80081,-1.96E+01,3.80081,-3.89E+01,3.80081,-3.92E+01,3.80081,-1.96E+01
40,3.900805,-1.90E+01,3.900805,-3.76E+01,3.900805,-3.78E+01,3.900805,-2.40E+01
41,4.0008,-1.89E+01,4.0008,-3.92E+01,4.0008,-3.95E+01,4.0008,-2.27E+01
42,4.100795,-1.98E+01,4.100795,-3.68E+01,4.100795,-3.70E+01,4.100795,-2.14E+01
43,4.20079,-1.98E+01,4.20079,-3.91E+01,4.20079,-3.94E+01,4.20079,-2.00E+01
44,4.300785,-1.73E+01,4.300785,-3.77E+01,4.300785,-3.79E+01,4.300785,-1.99E+01
45,4.40078,-2.01E+01,4.40078,-3.78E+01,4.40078,-3.82E+01,4.40078,-1.92E+01
46,4.500775,-2.66E+01,4.500775,-3.76E+01,4.500775,-3.78E+01,4.500775,-1.81E+01
47,4.60077,-2.04E+01,4.60077,-4.04E+01,4.60077,-4.07E+01,4.60077,-1.73E+01
48,4.700765,-1.57E+01,4.700765,-3.70E+01,4.700765,-3.73E+01,4.700765,-1.59E+01
49,4.80076,-1.90E+01,4.80076,-3.78E+01,4.80076,-3.81E+01,4.80076,-1.73E+01
50,4.900755,-2.71E+01,4.900755,-3.83E+01,4.900755,-3.86E+01,4.900755,-1.88E+01
51,5.00075,-2.03E+01,5.00075,-3.89E+01,5.00075,-3.93E+01,5.00075,-1.92E+01
52,5.100745,-1.74E+01,5.100745,-3.79E+01,5.100745,-3.81E+01,5.100745,-2.00E+01
53,5.20074,-1.88E+01,5.20074,-3.90E+01,5.20074,-3.93E+01,5.20074,-1.87E+01
54,5.300735,-2.11E+01,5.300735,-3.87E+01,5.300735,-3.90E+01,5.300735,-1.94E+01
55,5.40073,-1.86E+01,5.40073,-3.81E+01,5.40073,-3.84E+01,5.40073,-2.10E+01
56,5.500725,-1.85E+01,5.500725,-3.82E+01,5.500725,-3.85E+01,5.500725,-2.10E+01
57,5.60072,-2.10E+01,5.60072,-3.82E+01,5.60072,-3.85E+01,5.60072,-1.90E+01
58,5.700715,-2.32E+01,5.700715,-3.92E+01,5.700715,-3.94E+01,5.700715,-1.70E+01
59,5.80071,-1.98E+01,5.80071,-3.96E+01,5.80071,-3.98E+01,5.80071,-1.76E+01
60,5.900705,-2.15E+01,5.900705,-3.79E+01,5.900705,-3.82E+01,5.900705,-1.91E+01
61,6.0007,-2.78E+01,6.0007,-3.82E+01,6.0007,-3.84E+01,6.0007,-1.85E+01
62,6.100695,-3.14E+01,6.100695,-3.82E+01,6.100695,-3.84E+01,6.100695,-1.82E+01
63,6.20069,-2.07E+01,6.20069,-3.92E+01,6.20069,-3.95E+01,6.20069,-1.97E+01
64,6.300685,-2.43E+01,6.300685,-3.95E+01,6.300685,-3.97E+01,6.300685,-2.21E+01
65,6.40068,-3.54E+01,6.40068,-3.86E+01,6.40068,-3.88E+01,6.40068,-2.50E+01
66,6.500675,-5.07E+01,6.500675,-4.02E+01,6.500675,-4.04E+01,6.500675,-2.65E+01
67,6.60067,-2.90E+01,6.60067,-3.90E+01,6.60067,-3.93E+01,6.60067,-2.81E+01
68,6.700665,-2.34E+01,6.700665,-4.04E+01,6.700665,-4.07E+01,6.700665,-2.81E+01
69,6.80066,-2.73E+01,6.80066,-4.01E+01,6.80066,-4.04E+01,6.80066,-2.34E+01
70,6.900655,-2.68E+01,6.900655,-4.08E+01,6.900655,-4.10E+01,6.900655,-2.50E+01
71,7.00065,-2.32E+01,7.00065,-4.02E+01,7.00065,-4.04E+01,7.00065,-2.45E+01
72,7.100645,-2.15E+01,7.100645,-4.00E+01,7.100645,-4.03E+01,7.100645,-1.97E+01
73,7.20064,-2.17E+01,7.20064,-4.05E+01,7.20064,-4.09E+01,7.20064,-1.81E+01
74,7.300635,-2.37E+01,7.300635,-4.26E+01,7.300635,-4.29E+01,7.300635,-2.02E+01
75,7.40063,-2.13E+01,7.40063,-4.14E+01,7.40063,-4.17E+01,7.40063,-2.21E+01
76,7.500625,-2.20E+01,7.500625,-4.18E+01,7.500625,-4.22E+01,7.500625,-2.10E+01
77,7.60062,-2.00E+01,7.60062,-4.27E+01,7.60062,-4.31E+01,7.60062,-1.92E+01
78,7.700615,-2.14E+01,7.700615,-4.18E+01,7.700615,-4.22E+01,7.700615,-2.10E+01
79,7.80061,-1.95E+01,7.80061,-4.16E+01,7.80061,-4.19E+01,7.80061,-2.41E+01
80,7.900605,-2.06E+01,7.900605,-4.12E+01,7.900605,-4.15E+01,7.900605,-2.19E+01
81,8.0006,-2.08E+01,8.0006,-4.24E+01,8.0006,-4.27E+01,8.0006,-2.26E+01
82,8.100595,-1.82E+01,8.100595,-4.29E+01,8.100595,-4.29E+01,8.100595,-2.04E+01
83,8.20059,-1.85E+01,8.20059,-4.15E+01,8.20059,-4.18E+01,8.20059,-1.99E+01
84,8.300585,-2.03E+01,8.300585,-4.25E+01,8.300585,-4.27E+01,8.300585,-1.92E+01
85,8.40058,-2.13E+01,8.40058,-4.16E+01,8.40058,-4.16E+01,8.40058,-1.92E+01
86,8.500575,-1.90E+01,8.500575,-4.24E+01,8.500575,-4.29E+01,8.500575,-1.85E+01
87,8.60057,-1.75E+01,8.60057,-4.30E+01,8.60057,-4.36E+01,8.60057,-1.83E+01
88,8.700565,-2.00E+01,8.700565,-4.33E+01,8.700565,-4.36E+01,8.700565,-1.80E+01
89,8.80056,-2.06E+01,8.80056,-4.37E+01,8.80056,-4.40E+01,8.80056,-1.81E+01
90,8.900555,-1.93E+01,8.900555,-4.29E+01,8.900555,-4.32E+01,8.900555,-1.94E+01
91,9.00055,-1.87E+01,9.00055,-4.49E+01,9.00055,-4.50E+01,9.00055,-1.96E+01
92,9.100545,-2.04E+01,9.100545,-4.62E+01,9.100545,-4.65E+01,9.100545,-1.84E+01
93,9.20054,-2.16E+01,9.20054,-4.52E+01,9.20054,-4.57E+01,9.20054,-1.92E+01
94,9.300535,-1.93E+01,9.300535,-4.56E+01,9.300535,-4.58E+01,9.300535,-1.86E+01
95,9.40053,-1.94E+01,9.40053,-4.36E+01,9.40053,-4.39E+01,9.40053,-1.87E+01
96,9.500525,-2.06E+01,9.500525,-4.48E+01,9.500525,-4.52E+01,9.500525,-1.93E+01
97,9.60052,-2.41E+01,9.60052,-4.56E+01,9.60052,-4.57E+01,9.60052,-1.97E+01
98,9.700515,-2.21E+01,9.700515,-4.50E+01,9.700515,-4.53E+01,9.700515,-2.11E+01
99,9.80051,-2.00E+01,9.80051,-4.63E+01,9.80051,-4.66E+01,9.80051,-2.05E+01
100,9.900505,-2.34E+01,9.900505,-4.64E+01,9.900505,-4.68E+01,9.900505,-1.95E+01
101,10.0005,-3.06E+01,10.0005,-4.57E+01,10.0005,-4.62E+01,10.0005,-1.91E+01
102,10.100495,-2.48E+01,10.100495,-4.59E+01,10.100495,-4.63E+01,10.100495,-1.81E+01
103,10.20049,-1.98E+01,10.20049,-4.55E+01,10.20049,-4.55E+01,10.20049,-1.78E+01
104,10.300485,-2.08E+01,10.300485,-4.60E+01,10.300485,-4.59E+01,10.300485,-1.90E+01
105,10.40048,-2.74E+01,10.40048,-4.60E+01,10.40048,-4.63E+01,10.40048,-2.01E+01
106,10.500475,-2.56E+01,10.500475,-4.61E+01,10.500475,-4.63E+01,10.500475,-2.07E+01
107,10.60047,-1.85E+01,10.60047,-4.65E+01,10.60047,-4.68E+01,10.60047,-2.38E+01
108,10.700465,-1.80E+01,10.700465,-4.78E+01,10.700465,-4.78E+01,10.700465,-2.52E+01
109,10.80046,-2.51E+01,10.80046,-4.64E+01,10.80046,-4.68E+01,10.80046,-2.79E+01
110,10.900455,-2.59E+01,10.900455,-4.71E+01,10.900455,-4.71E+01,10.900455,-2.75E+01
111,11.00045,-1.78E+01,11.00045,-4.60E+01,11.00045,-4.65E+01,11.00045,-2.80E+01
112,11.100445,-1.70E+01,11.100445,-4.64E+01,11.100445,-4.67E+01,11.100445,-2.61E+01
113,11.20044,-2.36E+01,11.20044,-4.53E+01,11.20044,-4.56E+01,11.20044,-2.62E+01
114,11.300435,-2.57E+01,11.300435,-4.62E+01,11.300435,-4.65E+01,11.300435,-2.49E+01
115,11.40043,-1.70E+01,11.40043,-4.64E+01,11.40043,-4.70E+01,11.40043,-2.44E+01
116,11.500425,-1.73E+01,11.500425,-4.63E+01,11.500425,-4.69E+01,11.500425,-2.16E+01
117,11.60042,-2.38E+01,11.60042,-4.59E+01,11.60042,-4.62E+01,11.60042,-2.25E+01
118,11.700415,-2.20E+01,11.700415,-4.54E+01,11.700415,-4.58E+01,11.700415,-2.40E+01
119,11.80041,-1.66E+01,11.80041,-4.57E+01,11.80041,-4.59E+01,11.80041,-2.42E+01
120,11.900405,-1.68E+01,11.900405,-4.57E+01,11.900405,-4.58E+01,11.900405,-2.61E+01
121,12.0004,-2.81E+01,12.0004,-4.50E+01,12.0004,-4.52E+01,12.0004,-2.70E+01
122,12.100395,-2.26E+01,12.100395,-4.55E+01,12.100395,-4.59E+01,12.100395,-2.79E+01
123,12.20039,-1.64E+01,12.20039,-4.60E+01,12.20039,-4.60E+01,12.20039,-2.81E+01
124,12.300385,-1.79E+01,12.300385,-4.57E+01,12.300385,-4.57E+01,12.300385,-2.77E+01
125,12.40038,-3.22E+01,12.40038,-4.62E+01,12.40038,-4.64E+01,12.40038,-2.42E+01
126,12.500375,-2.23E+01,12.500375,-4.63E+01,12.500375,-4.65E+01,12.500375,-2.48E+01
127,12.60037,-1.84E+01,12.60037,-4.62E+01,12.60037,-4.63E+01,12.60037,-2.40E+01
128,12.700365,-2.22E+01,12.700365,-4.60E+01,12.700365,-4.63E+01,12.700365,-2.56E+01
129,12.80036,-2.79E+01,12.80036,-4.57E+01,12.80036,-4.59E+01,12.80036,-2.90E+01
130,12.900355,-2.08E+01,12.900355,-4.70E+01,12.900355,-4.72E+01,12.900355,-2.80E+01
131,13.00035,-2.15E+01,13.00035,-4.63E+01,13.00035,-4.67E+01,13.00035,-2.99E+01
132,13.100345,-2.81E+01,13.100345,-4.69E+01,13.100345,-4.73E+01,13.100345,-3.16E+01
133,13.20034,-2.56E+01,13.20034,-4.71E+01,13.20034,-4.75E+01,13.20034,-3.48E+01
134,13.300335,-2.34E+01,13.300335,-4.80E+01,13.300335,-4.83E+01,13.300335,-5.01E+01
135,13.40033,-2.62E+01,13.40033,-4.92E+01,13.40033,-4.95E+01,13.40033,-3.84E+01
136,13.500325,-2.97E+01,13.500325,-4.85E+01,13.500325,-4.89E+01,13.500325,-3.39E+01
137,13.60032,-2.38E+01,13.60032,-4.96E+01,13.60032,-4.99E+01,13.60032,-3.46E+01
138,13.700315,-2.26E+01,13.700315,-4.84E+01,13.700315,-4.86E+01,13.700315,-3.66E+01
139,13.80031,-3.62E+01,13.80031,-4.81E+01,13.80031,-4.85E+01,13.80031,-5.37E+01
140,13.900305,-2.78E+01,13.900305,-4.78E+01,13.900305,-4.80E+01,13.900305,-3.91E+01
141,14.0003,-2.23E+01,14.0003,-4.78E+01,14.0003,-4.81E+01,14.0003,-4.19E+01
142,14.100295,-2.51E+01,14.100295,-4.76E+01,14.100295,-4.79E+01,14.100295,-3.73E+01
143,14.20029,-2.95E+01,14.20029,-4.74E+01,14.20029,-4.77E+01,14.20029,-3.50E+01
144,14.300285,-3.24E+01,14.300285,-4.75E+01,14.300285,-4.78E+01,14.300285,-2.88E+01
145,14.40028,-2.60E+01,14.40028,-4.73E+01,14.40028,-4.76E+01,14.40028,-3.46E+01
146,14.500275,-2.56E+01,14.500275,-4.73E+01,14.500275,-4.76E+01,14.500275,-4.07E+01
147,14.60027,-3.13E+01,14.60027,-4.69E+01,14.60027,-4.72E+01,14.60027,-3.63E+01
148,14.700265,-3.18E+01,14.700265,-4.72E+01,14.700265,-4.75E+01,14.700265,-3.75E+01
149,14.80026,-3.25E+01,14.80026,-4.62E+01,14.80026,-4.65E+01,14.80026,-3.23E+01
150,14.900255,-2.70E+01,14.900255,-4.57E+01,14.900255,-4.59E+01,14.900255,-3.49E+01
151,15.00025,-2.93E+01,15.00025,-4.47E+01,15.00025,-4.50E+01,15.00025,-3.86E+01
152,15.100245,-3.22E+01,15.100245,-4.45E+01,15.100245,-4.48E+01,15.100245,-3.70E+01
153,15.20024,-3.28E+01,15.20024,-4.41E+01,15.20024,-4.44E+01,15.20024,-2.88E+01
154,15.300235,-2.79E+01,15.300235,-4.37E+01,15.300235,-4.39E+01,15.300235,-2.64E+01
155,15.40023,-2.62E+01,15.40023,-4.33E+01,15.40023,-4.37E+01,15.40023,-2.53E+01
156,15.500225,-3.24E+01,15.500225,-4.31E+01,15.500225,-4.34E+01,15.500225,-2.91E+01
157,15.60022,-4.36E+01,15.60022,-4.29E+01,15.60022,-4.32E+01,15.60022,-3.30E+01
158,15.700215,-3.00E+01,15.700215,-4.29E+01,15.700215,-4.32E+01,15.700215,-4.07E+01
159,15.80021,-2.61E+01,15.80021,-4.31E+01,15.80021,-4.34E+01,15.80021,-3.75E+01
160,15.900205,-3.17E+01,15.900205,-4.35E+01,15.900205,-4.37E+01,15.900205,-2.92E+01
161,16.0002,-4.21E+01,16.0002,-4.34E+01,16.0002,-4.37E+01,16.0002,-2.49E+01
162,16.100195,-2.82E+01,16.100195,-4.41E+01,16.100195,-4.44E+01,16.100195,-2.57E+01
163,16.20019,-2.94E+01,16.20019,-4.51E+01,16.20019,-4.53E+01,16.20019,-2.42E+01
164,16.300185,-3.19E+01,16.300185,-4.61E+01,16.300185,-4.63E+01,16.300185,-2.75E+01
165,16.40018,-2.92E+01,16.40018,-4.68E+01,16.40018,-4.71E+01,16.40018,-2.62E+01
166,16.500175,-2.64E+01,16.500175,-4.75E+01,16.500175,-4.77E+01,16.500175,-2.52E+01
167,16.60017,-2.68E+01,16.60017,-4.81E+01,16.60017,-4.83E+01,16.60017,-2.61E+01
168,16.700165,-2.79E+01,16.700165,-4.84E+01,16.700165,-4.87E+01,16.700165,-2.54E+01
169,16.80016,-2.45E+01,16.80016,-4.97E+01,16.80016,-5.00E+01,16.80016,-2.44E+01
170,16.900155,-2.94E+01,16.900155,-5.07E+01,16.900155,-5.10E+01,16.900155,-2.54E+01
171,17.00015,-2.96E+01,17.00015,-5.30E+01,17.00015,-5.34E+01,17.00015,-2.97E+01
172,17.100145,-2.26E+01,17.100145,-5.52E+01,17.100145,-5.55E+01,17.100145,-3.71E+01
173,17.20014,-2.48E+01,17.20014,-5.70E+01,17.20014,-5.73E+01,17.20014,-3.92E+01
174,17.300135,-3.97E+01,17.300135,-5.68E+01,17.300135,-5.72E+01,17.300135,-3.71E+01
175,17.40013,-2.58E+01,17.40013,-5.61E+01,17.40013,-5.65E+01,17.40013,-2.90E+01
176,17.500125,-2.19E+01,17.500125,-5.49E+01,17.500125,-5.52E+01,17.500125,-2.53E+01
177,17.60012,-2.35E+01,17.60012,-5.45E+01,17.60012,-5.50E+01,17.60012,-2.52E+01
178,17.700115,-3.23E+01,17.700115,-5.44E+01,17.700115,-5.49E+01,17.700115,-2.49E+01
179,17.80011,-2.62E+01,17.80011,-5.45E+01,17.80011,-5.50E+01,17.80011,-2.28E+01
180,17.900105,-2.30E+01,17.900105,-5.54E+01,17.900105,-5.58E+01,17.900105,-2.25E+01
181,18.0001,-2.05E+01,18.0001,-5.54E+01,18.0001,-5.59E+01,18.0001,-2.08E+01
182,18.100095,-2.19E+01,18.100095,-5.52E+01,18.100095,-5.55E+01,18.100095,-2.13E+01
183,18.20009,-2.77E+01,18.20009,-5.44E+01,18.20009,-5.47E+01,18.20009,-2.05E+01
184,18.300085,-2.30E+01,18.300085,-5.40E+01,18.300085,-5.43E+01,18.300085,-2.10E+01
185,18.40008,-1.70E+01,18.40008,-5.40E+01,18.40008,-5.42E+01,18.40008,-2.24E+01
186,18.500075,-1.84E+01,18.500075,-5.41E+01,18.500075,-5.42E+01,18.500075,-2.21E+01
187,18.60007,-3.19E+01,18.60007,-5.39E+01,18.60007,-5.42E+01,18.60007,-2.15E+01
188,18.700065,-2.13E+01,18.700065,-5.45E+01,18.700065,-5.48E+01,18.700065,-2.09E+01
189,18.80006,-1.66E+01,18.80006,-5.58E+01,18.80006,-5.60E+01,18.80006,-1.95E+01
190,18.900055,-1.86E+01,18.900055,-5.62E+01,18.900055,-5.66E+01,18.900055,-1.93E+01
191,19.00005,-4.67E+01,19.00005,-5.68E+01,19.00005,-5.72E+01,19.00005,-1.92E+01
192,19.100045,-1.96E+01,19.100045,-5.76E+01,19.100045,-5.77E+01,19.100045,-1.89E+01
193,19.20004,-1.65E+01,19.20004,-5.80E+01,19.20004,-5.84E+01,19.20004,-2.05E+01
194,19.300035,-1.86E+01,19.300035,-5.93E+01,19.300035,-5.97E+01,19.300035,-2.08E+01
195,19.40003,-3.27E+01,19.40003,-6.03E+01,19.40003,-6.09E+01,19.40003,-2.19E+01
196,19.500025,-2.04E+01,19.500025,-6.27E+01,19.500025,-6.32E+01,19.500025,-2.00E+01
197,19.60002,-1.63E+01,19.60002,-6.50E+01,19.60002,-6.57E+01,19.60002,-2.00E+01
198,19.700015,-1.74E+01,19.700015,-6.83E+01,19.700015,-6.89E+01,19.700015,-1.72E+01
199,19.80001,-2.90E+01,19.80001,-7.02E+01,19.80001,-7.08E+01,19.80001,-1.63E+01
200,19.900005,-1.98E+01,19.900005,-7.50E+01,19.900005,-7.57E+01,19.900005,-1.63E+01
201,20,-1.68E+01,20,-7.58E+01,20,-7.65E+01,20,-1.68E+01
